crop_mn_codeyear,date_ymd,pr,eto,etr,tmmn,tmmx
1_Rawlins,20200102,0.00,1.25,1.99,268.82406311643336,280.4087798339801
1_Decatur,20200102,0.00,1.17,1.85,268.87675951936933,280.2156893371951
1_Gove,20200102,0.00,1.25,1.97,269.03676579885564,280.9860254603924
1_Thomas,20200102,0.00,1.30,2.06,268.44789496886796,280.34862329494877
1_Sheridan,20200102,0.00,1.23,1.94,269.3859738230425,280.2349106580729
1_Graham,20200102,0.00,1.18,1.84,270.2225762308241,280.0264107202263
1_Logan,20200102,0.00,1.36,2.15,267.70979490061586,281.1167058336993
2_Cheyenne,20200102,0.00,1.32,2.10,268.97483713966324,280.28048235628245
2_Rawlins,20200102,0.00,1.25,1.99,268.82406311643336,280.4087798339801
2_Decatur,20200102,0.00,1.17,1.85,268.87675951936933,280.2156893371951
2_Sherman,20200102,0.00,1.29,2.05,268.32343222100695,280.0632524624159
2_Gove,20200102,0.00,1.25,1.97,269.03676579885564,280.9860254603924
2_Thomas,20200102,0.00,1.30,2.06,268.44789496886796,280.34862329494877
2_Sheridan,20200102,0.00,1.23,1.94,269.3859738230425,280.2349106580729
2_Graham,20200102,0.00,1.18,1.84,270.2225762308241,280.0264107202263
2_Wallace,20200102,0.00,1.39,2.21,267.5237006523166,280.52177275018954
2_Logan,20200102,0.00,1.36,2.15,267.70979490061586,281.1167058336993
3_Rawlins,20200102,0.00,1.25,1.99,268.82406311643336,280.4087798339801
3_Decatur,20200102,0.00,1.17,1.85,268.87675951936933,280.2156893371951
3_Gove,20200102,0.00,1.25,1.97,269.03676579885564,280.9860254603924
3_Thomas,20200102,0.00,1.30,2.06,268.44789496886796,280.34862329494877
3_Sheridan,20200102,0.00,1.23,1.94,269.3859738230425,280.2349106580729
3_Graham,20200102,0.00,1.18,1.84,270.2225762308241,280.0264107202263
3_Logan,20200102,0.00,1.36,2.15,267.70979490061586,281.1167058336993
4_Cheyenne,20200102,0.00,1.32,2.10,268.97483713966324,280.28048235628245
4_Rawlins,20200102,0.00,1.25,1.99,268.82406311643336,280.4087798339801
4_Decatur,20200102,0.00,1.17,1.85,268.87675951936933,280.2156893371951
4_Sherman,20200102,0.00,1.29,2.05,268.32343222100695,280.0632524624159
4_Gove,20200102,0.00,1.25,1.97,269.03676579885564,280.9860254603924
4_Thomas,20200102,0.00,1.30,2.06,268.44789496886796,280.34862329494877
4_Sheridan,20200102,0.00,1.23,1.94,269.3859738230425,280.2349106580729
4_Graham,20200102,0.00,1.18,1.84,270.2225762308241,280.0264107202263
4_Wallace,20200102,0.00,1.39,2.21,267.5237006523166,280.52177275018954
4_Logan,20200102,0.00,1.36,2.15,267.70979490061586,281.1167058336993
5_Rawlins,20200102,0.00,1.25,1.99,268.82406311643336,280.4087798339801
5_Decatur,20200102,0.00,1.17,1.85,268.87675951936933,280.2156893371951
5_Gove,20200102,0.00,1.25,1.97,269.03676579885564,280.9860254603924
5_Thomas,20200102,0.00,1.30,2.06,268.44789496886796,280.34862329494877
5_Sheridan,20200102,0.00,1.23,1.94,269.3859738230425,280.2349106580729
5_Graham,20200102,0.00,1.18,1.84,270.2225762308241,280.0264107202263
5_Logan,20200102,0.00,1.36,2.15,267.70979490061586,281.1167058336993
6_Cheyenne,20200102,0.00,1.32,2.10,268.97483713966324,280.28048235628245
6_Rawlins,20200102,0.00,1.25,1.99,268.82406311643336,280.4087798339801
6_Decatur,20200102,0.00,1.17,1.85,268.87675951936933,280.2156893371951
6_Sherman,20200102,0.00,1.29,2.05,268.32343222100695,280.0632524624159
6_Gove,20200102,0.00,1.25,1.97,269.03676579885564,280.9860254603924
6_Thomas,20200102,0.00,1.30,2.06,268.44789496886796,280.34862329494877
6_Sheridan,20200102,0.00,1.23,1.94,269.3859738230425,280.2349106580729
6_Graham,20200102,0.00,1.18,1.84,270.2225762308241,280.0264107202263
6_Logan,20200102,0.00,1.36,2.15,267.70979490061586,281.1167058336993
7_Rawlins,20200102,0.00,1.25,1.99,268.82406311643336,280.4087798339801
7_Decatur,20200102,0.00,1.17,1.85,268.87675951936933,280.2156893371951
7_Gove,20200102,0.00,1.25,1.97,269.03676579885564,280.9860254603924
7_Thomas,20200102,0.00,1.30,2.06,268.44789496886796,280.34862329494877
7_Sheridan,20200102,0.00,1.23,1.94,269.3859738230425,280.2349106580729
7_Graham,20200102,0.00,1.18,1.84,270.2225762308241,280.0264107202263
7_Logan,20200102,0.00,1.36,2.15,267.70979490061586,281.1167058336993
8_Cheyenne,20200102,0.00,1.32,2.10,268.97483713966324,280.28048235628245
8_Rawlins,20200102,0.00,1.25,1.99,268.82406311643336,280.4087798339801
8_Decatur,20200102,0.00,1.17,1.85,268.87675951936933,280.2156893371951
8_Sherman,20200102,0.00,1.29,2.05,268.32343222100695,280.0632524624159
8_Gove,20200102,0.00,1.25,1.97,269.03676579885564,280.9860254603924
8_Thomas,20200102,0.00,1.30,2.06,268.44789496886796,280.34862329494877
8_Sheridan,20200102,0.00,1.23,1.94,269.3859738230425,280.2349106580729
8_Graham,20200102,0.00,1.18,1.84,270.2225762308241,280.0264107202263
8_Wallace,20200102,0.00,1.39,2.21,267.5237006523166,280.52177275018954
8_Logan,20200102,0.00,1.36,2.15,267.70979490061586,281.1167058336993
1_Rawlins,20200103,0.00,1.25,2.00,267.3149081751169,280.22113858950047
1_Decatur,20200103,0.00,1.10,1.74,266.89104368328486,279.60989737436074
1_Gove,20200103,0.00,1.22,1.92,268.1776744191938,280.83992454293076
1_Thomas,20200103,0.00,1.30,2.09,267.77952432741125,280.26498660132506
1_Sheridan,20200103,0.00,1.21,1.91,267.9410918917797,280.1173700897093
1_Graham,20200103,0.00,1.07,1.66,267.9312770187419,279.7419512045043
1_Logan,20200103,0.00,1.36,2.18,267.7174440019286,281.0851622891198
2_Cheyenne,20200103,0.00,1.27,2.01,268.25105819398675,280.03571577255923
2_Rawlins,20200103,0.00,1.25,2.00,267.3149081751169,280.22113858950047
2_Decatur,20200103,0.00,1.10,1.74,266.89104368328486,279.60989737436074
2_Sherman,20200103,0.00,1.23,1.95,267.821326235745,279.9979211140554
2_Gove,20200103,0.00,1.22,1.92,268.1776744191938,280.83992454293076
2_Thomas,20200103,0.00,1.30,2.09,267.77952432741125,280.26498660132506
2_Sheridan,20200103,0.00,1.21,1.91,267.9410918917797,280.1173700897093
2_Graham,20200103,0.00,1.07,1.66,267.9312770187419,279.7419512045043
2_Wallace,20200103,0.00,1.42,2.27,267.5516102284796,281.0319359749541
2_Logan,20200103,0.00,1.36,2.18,267.7174440019286,281.0851622891198
3_Rawlins,20200103,0.00,1.25,2.00,267.3149081751169,280.22113858950047
3_Decatur,20200103,0.00,1.10,1.74,266.89104368328486,279.60989737436074
3_Gove,20200103,0.00,1.22,1.92,268.1776744191938,280.83992454293076
3_Thomas,20200103,0.00,1.30,2.09,267.77952432741125,280.26498660132506
3_Sheridan,20200103,0.00,1.21,1.91,267.9410918917797,280.1173700897093
3_Graham,20200103,0.00,1.07,1.66,267.9312770187419,279.7419512045043
3_Logan,20200103,0.00,1.36,2.18,267.7174440019286,281.0851622891198
4_Cheyenne,20200103,0.00,1.27,2.01,268.25105819398675,280.03571577255923
4_Rawlins,20200103,0.00,1.25,2.00,267.3149081751169,280.22113858950047
4_Decatur,20200103,0.00,1.10,1.74,266.89104368328486,279.60989737436074
4_Sherman,20200103,0.00,1.23,1.95,267.821326235745,279.9979211140554
4_Gove,20200103,0.00,1.22,1.92,268.1776744191938,280.83992454293076
4_Thomas,20200103,0.00,1.30,2.09,267.77952432741125,280.26498660132506
4_Sheridan,20200103,0.00,1.21,1.91,267.9410918917797,280.1173700897093
4_Graham,20200103,0.00,1.07,1.66,267.9312770187419,279.7419512045043
4_Wallace,20200103,0.00,1.42,2.27,267.5516102284796,281.0319359749541
4_Logan,20200103,0.00,1.36,2.18,267.7174440019286,281.0851622891198
5_Rawlins,20200103,0.00,1.25,2.00,267.3149081751169,280.22113858950047
5_Decatur,20200103,0.00,1.10,1.74,266.89104368328486,279.60989737436074
5_Gove,20200103,0.00,1.22,1.92,268.1776744191938,280.83992454293076
5_Thomas,20200103,0.00,1.30,2.09,267.77952432741125,280.26498660132506
5_Sheridan,20200103,0.00,1.21,1.91,267.9410918917797,280.1173700897093
5_Graham,20200103,0.00,1.07,1.66,267.9312770187419,279.7419512045043
5_Logan,20200103,0.00,1.36,2.18,267.7174440019286,281.0851622891198
6_Cheyenne,20200103,0.00,1.27,2.01,268.25105819398675,280.03571577255923
6_Rawlins,20200103,0.00,1.25,2.00,267.3149081751169,280.22113858950047
6_Decatur,20200103,0.00,1.10,1.74,266.89104368328486,279.60989737436074
6_Sherman,20200103,0.00,1.23,1.95,267.821326235745,279.9979211140554
6_Gove,20200103,0.00,1.22,1.92,268.1776744191938,280.83992454293076
6_Thomas,20200103,0.00,1.30,2.09,267.77952432741125,280.26498660132506
6_Sheridan,20200103,0.00,1.21,1.91,267.9410918917797,280.1173700897093
6_Graham,20200103,0.00,1.07,1.66,267.9312770187419,279.7419512045043
6_Logan,20200103,0.00,1.36,2.18,267.7174440019286,281.0851622891198
7_Rawlins,20200103,0.00,1.25,2.00,267.3149081751169,280.22113858950047
7_Decatur,20200103,0.00,1.10,1.74,266.89104368328486,279.60989737436074
7_Gove,20200103,0.00,1.22,1.92,268.1776744191938,280.83992454293076
7_Thomas,20200103,0.00,1.30,2.09,267.77952432741125,280.26498660132506
7_Sheridan,20200103,0.00,1.21,1.91,267.9410918917797,280.1173700897093
7_Graham,20200103,0.00,1.07,1.66,267.9312770187419,279.7419512045043
7_Logan,20200103,0.00,1.36,2.18,267.7174440019286,281.0851622891198
8_Cheyenne,20200103,0.00,1.27,2.01,268.25105819398675,280.03571577255923
8_Rawlins,20200103,0.00,1.25,2.00,267.3149081751169,280.22113858950047
8_Decatur,20200103,0.00,1.10,1.74,266.89104368328486,279.60989737436074
8_Sherman,20200103,0.00,1.23,1.95,267.821326235745,279.9979211140554
8_Gove,20200103,0.00,1.22,1.92,268.1776744191938,280.83992454293076
8_Thomas,20200103,0.00,1.30,2.09,267.77952432741125,280.26498660132506
8_Sheridan,20200103,0.00,1.21,1.91,267.9410918917797,280.1173700897093
8_Graham,20200103,0.00,1.07,1.66,267.9312770187419,279.7419512045043
8_Wallace,20200103,0.00,1.42,2.27,267.5516102284796,281.0319359749541
8_Logan,20200103,0.00,1.36,2.18,267.7174440019286,281.0851622891198
1_Rawlins,20200104,0.00,2.23,3.68,268.06057248691906,287.97050866237
1_Decatur,20200104,0.00,2.16,3.54,268.05508370100927,287.09317239558436
1_Gove,20200104,0.00,2.04,3.33,267.7313673650312,286.92995200279273
1_Thomas,20200104,0.00,2.12,3.47,268.03786785713,286.71992543871886
1_Sheridan,20200104,0.00,2.16,3.55,267.95633131583986,286.93631796216977
1_Graham,20200104,0.00,2.14,3.51,268.1682857518504,286.73343522153675
1_Logan,20200104,0.00,2.07,3.37,266.88766017208013,286.97178817448344
2_Cheyenne,20200104,0.00,2.21,3.64,269.051591918309,287.6480564595714
2_Rawlins,20200104,0.00,2.23,3.68,268.06057248691906,287.97050866237
2_Decatur,20200104,0.00,2.16,3.54,268.05508370100927,287.09317239558436
2_Sherman,20200104,0.00,2.13,3.49,269.35957061003853,286.52497889372444
2_Gove,20200104,0.00,2.04,3.33,267.7313673650312,286.92995200279273
2_Thomas,20200104,0.00,2.12,3.47,268.03786785713,286.71992543871886
2_Sheridan,20200104,0.00,2.16,3.55,267.95633131583986,286.93631796216977
2_Graham,20200104,0.00,2.14,3.51,268.1682857518504,286.73343522153675
2_Wallace,20200104,0.00,2.10,3.43,267.8666883969226,286.3915808937396
2_Logan,20200104,0.00,2.07,3.37,266.88766017208013,286.97178817448344
3_Rawlins,20200104,0.00,2.23,3.68,268.06057248691906,287.97050866237
3_Decatur,20200104,0.00,2.16,3.54,268.05508370100927,287.09317239558436
3_Gove,20200104,0.00,2.04,3.33,267.7313673650312,286.92995200279273
3_Thomas,20200104,0.00,2.12,3.47,268.03786785713,286.71992543871886
3_Sheridan,20200104,0.00,2.16,3.55,267.95633131583986,286.93631796216977
3_Graham,20200104,0.00,2.14,3.51,268.1682857518504,286.73343522153675
3_Logan,20200104,0.00,2.07,3.37,266.88766017208013,286.97178817448344
4_Cheyenne,20200104,0.00,2.21,3.64,269.051591918309,287.6480564595714
4_Rawlins,20200104,0.00,2.23,3.68,268.06057248691906,287.97050866237
4_Decatur,20200104,0.00,2.16,3.54,268.05508370100927,287.09317239558436
4_Sherman,20200104,0.00,2.13,3.49,269.35957061003853,286.52497889372444
4_Gove,20200104,0.00,2.04,3.33,267.7313673650312,286.92995200279273
4_Thomas,20200104,0.00,2.12,3.47,268.03786785713,286.71992543871886
4_Sheridan,20200104,0.00,2.16,3.55,267.95633131583986,286.93631796216977
4_Graham,20200104,0.00,2.14,3.51,268.1682857518504,286.73343522153675
4_Wallace,20200104,0.00,2.10,3.43,267.8666883969226,286.3915808937396
4_Logan,20200104,0.00,2.07,3.37,266.88766017208013,286.97178817448344
5_Rawlins,20200104,0.00,2.23,3.68,268.06057248691906,287.97050866237
5_Decatur,20200104,0.00,2.16,3.54,268.05508370100927,287.09317239558436
5_Gove,20200104,0.00,2.04,3.33,267.7313673650312,286.92995200279273
5_Thomas,20200104,0.00,2.12,3.47,268.03786785713,286.71992543871886
5_Sheridan,20200104,0.00,2.16,3.55,267.95633131583986,286.93631796216977
5_Graham,20200104,0.00,2.14,3.51,268.1682857518504,286.73343522153675
5_Logan,20200104,0.00,2.07,3.37,266.88766017208013,286.97178817448344
6_Cheyenne,20200104,0.00,2.21,3.64,269.051591918309,287.6480564595714
6_Rawlins,20200104,0.00,2.23,3.68,268.06057248691906,287.97050866237
6_Decatur,20200104,0.00,2.16,3.54,268.05508370100927,287.09317239558436
6_Sherman,20200104,0.00,2.13,3.49,269.35957061003853,286.52497889372444
6_Gove,20200104,0.00,2.04,3.33,267.7313673650312,286.92995200279273
6_Thomas,20200104,0.00,2.12,3.47,268.03786785713,286.71992543871886
6_Sheridan,20200104,0.00,2.16,3.55,267.95633131583986,286.93631796216977
6_Graham,20200104,0.00,2.14,3.51,268.1682857518504,286.73343522153675
6_Logan,20200104,0.00,2.07,3.37,266.88766017208013,286.97178817448344
7_Rawlins,20200104,0.00,2.23,3.68,268.06057248691906,287.97050866237
7_Decatur,20200104,0.00,2.16,3.54,268.05508370100927,287.09317239558436
7_Gove,20200104,0.00,2.04,3.33,267.7313673650312,286.92995200279273
7_Thomas,20200104,0.00,2.12,3.47,268.03786785713,286.71992543871886
7_Sheridan,20200104,0.00,2.16,3.55,267.95633131583986,286.93631796216977
7_Graham,20200104,0.00,2.14,3.51,268.1682857518504,286.73343522153675
7_Logan,20200104,0.00,2.07,3.37,266.88766017208013,286.97178817448344
8_Cheyenne,20200104,0.00,2.21,3.64,269.051591918309,287.6480564595714
8_Rawlins,20200104,0.00,2.23,3.68,268.06057248691906,287.97050866237
8_Decatur,20200104,0.00,2.16,3.54,268.05508370100927,287.09317239558436
8_Sherman,20200104,0.00,2.13,3.49,269.35957061003853,286.52497889372444
8_Gove,20200104,0.00,2.04,3.33,267.7313673650312,286.92995200279273
8_Thomas,20200104,0.00,2.12,3.47,268.03786785713,286.71992543871886
8_Sheridan,20200104,0.00,2.16,3.55,267.95633131583986,286.93631796216977
8_Graham,20200104,0.00,2.14,3.51,268.1682857518504,286.73343522153675
8_Wallace,20200104,0.00,2.10,3.43,267.8666883969226,286.3915808937396
8_Logan,20200104,0.00,2.07,3.37,266.88766017208013,286.97178817448344
1_Rawlins,20200105,0.00,1.49,2.41,265.9319247121591,280.1632907508802
1_Decatur,20200105,0.00,1.38,2.23,266.9916475009773,280.68841547041876
1_Gove,20200105,0.00,1.39,2.23,266.1889292968716,281.01506336627426
1_Thomas,20200105,0.00,1.53,2.46,265.47826287144863,279.7823506592577
1_Sheridan,20200105,0.00,1.46,2.35,266.5008588091895,280.5987389564192
1_Graham,20200105,0.00,1.31,2.10,266.98872416922035,281.545702146199
1_Logan,20200105,0.00,1.50,2.42,264.9495282628935,280.6964985776573
2_Cheyenne,20200105,0.00,1.32,2.11,265.5357941032454,278.9496179839091
2_Rawlins,20200105,0.00,1.49,2.41,265.9319247121591,280.1632907508802
2_Decatur,20200105,0.00,1.38,2.23,266.9916475009773,280.68841547041876
2_Sherman,20200105,0.00,1.33,2.13,264.34090019085255,279.0040057173018
2_Gove,20200105,0.00,1.39,2.23,266.1889292968716,281.01506336627426
2_Thomas,20200105,0.00,1.53,2.46,265.47826287144863,279.7823506592577
2_Sheridan,20200105,0.00,1.46,2.35,266.5008588091895,280.5987389564192
2_Graham,20200105,0.00,1.31,2.10,266.98872416922035,281.545702146199
2_Wallace,20200105,0.00,1.48,2.37,263.5124839269354,280.0126389652528
2_Logan,20200105,0.00,1.50,2.42,264.9495282628935,280.6964985776573
3_Rawlins,20200105,0.00,1.49,2.41,265.9319247121591,280.1632907508802
3_Decatur,20200105,0.00,1.38,2.23,266.9916475009773,280.68841547041876
3_Gove,20200105,0.00,1.39,2.23,266.1889292968716,281.01506336627426
3_Thomas,20200105,0.00,1.53,2.46,265.47826287144863,279.7823506592577
3_Sheridan,20200105,0.00,1.46,2.35,266.5008588091895,280.5987389564192
3_Graham,20200105,0.00,1.31,2.10,266.98872416922035,281.545702146199
3_Logan,20200105,0.00,1.50,2.42,264.9495282628935,280.6964985776573
4_Cheyenne,20200105,0.00,1.32,2.11,265.5357941032454,278.9496179839091
4_Rawlins,20200105,0.00,1.49,2.41,265.9319247121591,280.1632907508802
4_Decatur,20200105,0.00,1.38,2.23,266.9916475009773,280.68841547041876
4_Sherman,20200105,0.00,1.33,2.13,264.34090019085255,279.0040057173018
4_Gove,20200105,0.00,1.39,2.23,266.1889292968716,281.01506336627426
4_Thomas,20200105,0.00,1.53,2.46,265.47826287144863,279.7823506592577
4_Sheridan,20200105,0.00,1.46,2.35,266.5008588091895,280.5987389564192
4_Graham,20200105,0.00,1.31,2.10,266.98872416922035,281.545702146199
4_Wallace,20200105,0.00,1.48,2.37,263.5124839269354,280.0126389652528
4_Logan,20200105,0.00,1.50,2.42,264.9495282628935,280.6964985776573
5_Rawlins,20200105,0.00,1.49,2.41,265.9319247121591,280.1632907508802
5_Decatur,20200105,0.00,1.38,2.23,266.9916475009773,280.68841547041876
5_Gove,20200105,0.00,1.39,2.23,266.1889292968716,281.01506336627426
5_Thomas,20200105,0.00,1.53,2.46,265.47826287144863,279.7823506592577
5_Sheridan,20200105,0.00,1.46,2.35,266.5008588091895,280.5987389564192
5_Graham,20200105,0.00,1.31,2.10,266.98872416922035,281.545702146199
5_Logan,20200105,0.00,1.50,2.42,264.9495282628935,280.6964985776573
6_Cheyenne,20200105,0.00,1.32,2.11,265.5357941032454,278.9496179839091
6_Rawlins,20200105,0.00,1.49,2.41,265.9319247121591,280.1632907508802
6_Decatur,20200105,0.00,1.38,2.23,266.9916475009773,280.68841547041876
6_Sherman,20200105,0.00,1.33,2.13,264.34090019085255,279.0040057173018
6_Gove,20200105,0.00,1.39,2.23,266.1889292968716,281.01506336627426
6_Thomas,20200105,0.00,1.53,2.46,265.47826287144863,279.7823506592577
6_Sheridan,20200105,0.00,1.46,2.35,266.5008588091895,280.5987389564192
6_Graham,20200105,0.00,1.31,2.10,266.98872416922035,281.545702146199
6_Logan,20200105,0.00,1.50,2.42,264.9495282628935,280.6964985776573
7_Rawlins,20200105,0.00,1.49,2.41,265.9319247121591,280.1632907508802
7_Decatur,20200105,0.00,1.38,2.23,266.9916475009773,280.68841547041876
7_Gove,20200105,0.00,1.39,2.23,266.1889292968716,281.01506336627426
7_Thomas,20200105,0.00,1.53,2.46,265.47826287144863,279.7823506592577
7_Sheridan,20200105,0.00,1.46,2.35,266.5008588091895,280.5987389564192
7_Graham,20200105,0.00,1.31,2.10,266.98872416922035,281.545702146199
7_Logan,20200105,0.00,1.50,2.42,264.9495282628935,280.6964985776573
8_Cheyenne,20200105,0.00,1.32,2.11,265.5357941032454,278.9496179839091
8_Rawlins,20200105,0.00,1.49,2.41,265.9319247121591,280.1632907508802
8_Decatur,20200105,0.00,1.38,2.23,266.9916475009773,280.68841547041876
8_Sherman,20200105,0.00,1.33,2.13,264.34090019085255,279.0040057173018
8_Gove,20200105,0.00,1.39,2.23,266.1889292968716,281.01506336627426
8_Thomas,20200105,0.00,1.53,2.46,265.47826287144863,279.7823506592577
8_Sheridan,20200105,0.00,1.46,2.35,266.5008588091895,280.5987389564192
8_Graham,20200105,0.00,1.31,2.10,266.98872416922035,281.545702146199
8_Wallace,20200105,0.00,1.48,2.37,263.5124839269354,280.0126389652528
8_Logan,20200105,0.00,1.50,2.42,264.9495282628935,280.6964985776573
1_Rawlins,20200106,0.00,2.10,3.44,265.5491860122886,281.77190334186866
1_Decatur,20200106,0.00,1.99,3.26,266.3051538422934,281.8826604484709
1_Gove,20200106,0.00,1.96,3.19,266.2058576114555,282.14089665709673
1_Thomas,20200106,0.00,2.09,3.42,265.2120248151061,281.55947539483986
1_Sheridan,20200106,0.00,2.02,3.31,266.5830062402348,281.8068415046259
1_Graham,20200106,0.00,1.88,3.06,266.9140752404036,282.29911429328445
1_Logan,20200106,0.00,2.09,3.42,264.301903966687,282.3209734677335
2_Cheyenne,20200106,0.00,1.96,3.19,265.18823712780227,280.74929622164666
2_Rawlins,20200106,0.00,2.10,3.44,265.5491860122886,281.77190334186866
2_Decatur,20200106,0.00,1.99,3.26,266.3051538422934,281.8826604484709
2_Sherman,20200106,0.00,1.93,3.15,264.39721161255835,280.7196530565481
2_Gove,20200106,0.00,1.96,3.19,266.2058576114555,282.14089665709673
2_Thomas,20200106,0.00,2.09,3.42,265.2120248151061,281.55947539483986
2_Sheridan,20200106,0.00,2.02,3.31,266.5830062402348,281.8068415046259
2_Graham,20200106,0.00,1.88,3.06,266.9140752404036,282.29911429328445
2_Wallace,20200106,0.00,2.06,3.35,263.35446553683414,281.69108568508784
2_Logan,20200106,0.00,2.09,3.42,264.301903966687,282.3209734677335
3_Rawlins,20200106,0.00,2.10,3.44,265.5491860122886,281.77190334186866
3_Decatur,20200106,0.00,1.99,3.26,266.3051538422934,281.8826604484709
3_Gove,20200106,0.00,1.96,3.19,266.2058576114555,282.14089665709673
3_Thomas,20200106,0.00,2.09,3.42,265.2120248151061,281.55947539483986
3_Sheridan,20200106,0.00,2.02,3.31,266.5830062402348,281.8068415046259
3_Graham,20200106,0.00,1.88,3.06,266.9140752404036,282.29911429328445
